exit_id,feature,training_cliffs_delta,training_absolute_cliffs_delta,heldout_cliffs_delta,heldout_absolute_cliffs_delta,effect_direction_survived,heldout_to_training_abs_effect_ratio
end_of_session_1555,obs_abs_delta,-0.11704816957527253,0.11704816957527253,-0.08233205234226781,0.08233205234226781,True,0.7034031599214448
end_of_session_1555,entry_otm_pct,0.11687039264784782,0.11687039264784782,0.1059553923237826,0.1059553923237826,True,0.9066059411903051
end_of_session_1555,entry_abs_delta,-0.11440224301866819,0.11440224301866819,-0.07266077248625769,0.07266077248625769,True,0.6351341596895166
end_of_session_1555,entry_theta_burden_pct_per_provider_unit,0.08865647678018074,0.08865647678018074,0.005800943717468421,0.005800943717468421,True,0.06543169690638134
end_of_session_1555,obs_theta_burden_pct_per_provider_unit,0.08746385667512513,0.08746385667512513,0.009120980687843616,0.009120980687843616,True,0.10428285505088684
end_of_session_1555,obs_relative_spread_pct,-0.07694950736658157,0.07694950736658157,-0.06893941236561751,0.06893941236561751,True,0.8959045317495722
end_of_session_1555,obs_option_atr_14_pct,-0.053775114353540654,0.053775114353540654,-0.0189541093359904,0.0189541093359904,True,0.35246990292531893
end_of_session_1555,obs_underlying_return_30m_pct,0.05342395970602243,0.05342395970602243,0.05547684487036042,0.05547684487036042,True,1.0384263011509154
end_of_session_1555,obs_distance_below_opening_range_low_pct,-0.05277902009038726,0.05277902009038726,0.03384795933258733,0.03384795933258733,False,0.6413146601551271
end_of_session_1555,entry_delta_distance_050,-0.05201609399377061,0.05201609399377061,-0.012231235102398208,0.012231235102398208,True,0.23514328284363312
end_of_session_1555,obs_distance_from_session_low_pct,0.05086014536253347,0.05086014536253347,-0.02912937199007637,0.02912937199007637,False,0.5727347372375926
end_of_session_1555,entry_relative_spread_pct,-0.04711088576756184,0.04711088576756184,-0.07965656467383375,0.07965656467383375,True,1.69083139440102
end_of_session_1555,obs_underlying_vwap_proxy_distance_pct,0.04639021158643186,0.04639021158643186,-0.002055260981660756,0.002055260981660756,False,0.04430376390570022
end_of_session_1555,obs_distance_above_opening_range_high_pct,0.045760418883895815,0.045760418883895815,-0.0038946587537092014,0.0038946587537092014,False,0.08510977059870894
end_of_session_1555,obs_delta_drift_15m,0.0437595245907616,0.0437595245907616,0.06315474408859623,0.06315474408859623,True,1.4432228110158514
end_of_session_1555,obs_underlying_ma_gap_pct,0.04340936459230815,0.04340936459230815,0.039485109590740475,0.039485109590740475,True,0.9095988840559295
end_of_session_1555,obs_directional_underlying_acceleration_5m_pct,-0.04335285690711199,0.04335285690711199,-0.028159507710268983,0.028159507710268983,True,0.6495421459906012
end_of_session_1555,obs_underlying_return_15m_pct,0.04115256847799831,0.04115256847799831,0.056501435034294945,0.056501435034294945,True,1.3729746920779127
end_of_session_1555,obs_underlying_realized_volatility_proxy_30m_pct,-0.04108879200179216,0.04108879200179216,0.009911465680789933,0.009911465680789933,False,0.2412206637848498
end_of_session_1555,obs_midpoint,-0.03883190195004549,0.03883190195004549,-0.012285960986525235,0.012285960986525235,True,0.31638833972979896
end_of_session_1555,obs_delta_distance_050,-0.03882791592028256,0.03882791592028256,-0.03743250474290993,0.03743250474290993,True,0.9640616514098377
end_of_session_1555,obs_opening_range_width_vs_prior5,0.038440259083945216,0.038440259083945216,3.0403268960199625e-06,3.0403268960199625e-06,True,7.909225818120907e-05
end_of_session_1555,obs_distance_from_session_high_pct,0.03685562839360612,0.03685562839360612,0.022823734007880514,0.022823734007880514,True,0.6192740431428942
end_of_session_1555,entry_theta,-0.036686620731659625,0.036686620731659625,0.017953130320571997,0.017953130320571997,False,0.4893645138888167
end_of_session_1555,obs_theta,-0.03600261802434823,0.03600261802434823,0.01703495159799573,0.01703495159799573,False,0.47315869047287484
end_of_session_1555,entry_ask,-0.03568453284926987,0.03568453284926987,-0.01296091355742568,0.01296091355742568,True,0.36320816114287086
end_of_session_1555,entry_midpoint,-0.035500378274224476,0.035500378274224476,-0.011845113586612888,0.011845113586612888,True,0.3336616160851782
end_of_session_1555,entry_bid,-0.035207803689628614,0.035207803689628614,-0.010759716884759407,0.010759716884759407,True,0.3056060235853043
end_of_session_1555,obs_underlying_return_60m_pct,0.03433499100624271,0.03433499100624271,0.013315966755407915,0.013315966755407915,True,0.3878249670427127
end_of_session_1555,obs_directional_underlying_return_10m_pct,0.03302345937956641,0.03302345937956641,-0.06425122829206598,0.06425122829206598,False,1.945623792879254
end_of_session_1555,obs_premium_momentum_10m_pct,0.032411205207987015,0.032411205207987015,-0.08139563165831587,0.08139563165831587,False,2.5113423316408405
end_of_session_1555,obs_option_bar_range_pct,-0.031877333124494256,0.031877333124494256,0.02306990834479672,0.02306990834479672,False,0.7237088577861618
end_of_session_1555,obs_relative_trade_count_6bar,0.03147790226896641,0.03147790226896641,-0.026093242002332873,0.026093242002332873,False,0.8289384019105304
end_of_session_1555,obs_iv_change_15m_points,-0.03147763316198182,0.03147763316198182,-0.046160497522365174,0.046160497522365174,True,1.4664538875850768
end_of_session_1555,entry_premium_pct_underlying,-0.03134215202558077,0.03134215202558077,-0.036386632290703935,0.036386632290703935,True,1.160948752370481
end_of_session_1555,obs_underlying_rsi_14,0.028732157342886255,0.028732157342886255,0.0031298008568783064,0.0031298008568783064,True,0.10893024215089817
end_of_session_1555,obs_log1p_premium_turnover,0.024683804526587805,0.024683804526587805,0.031697553285213065,0.031697553285213065,True,1.2841437490347365
end_of_session_1555,obs_premium_turnover,0.024683804526587805,0.024683804526587805,0.031700644523099175,0.031700644523099175,True,1.284268982480123
end_of_session_1555,obs_delta,0.024155340363095412,0.024155340363095412,-0.01646641046845354,0.01646641046845354,False,0.681688199004265
end_of_session_1555,obs_premium_momentum_60m_pct,-0.022380006906077332,0.022380006906077332,0.030886958520490726,0.030886958520490726,False,1.3801138958586878
end_of_session_1555,obs_quote_update_count_5m,0.020885998751575485,0.020885998751575485,0.03458067811451082,0.03458067811451082,True,1.6556870717950374
end_of_session_1555,obs_directional_distance_from_favorable_extreme_pct,-0.018531052367661838,0.018531052367661838,0.03462324269105421,0.03462324269105421,False,1.8683905265668845
end_of_session_1555,invalidation_distance_underlying_pct,-0.017517006395983303,0.017517006395983303,-0.019357761346500024,0.019357761346500024,True,1.105083877285037
end_of_session_1555,obs_directional_opening_range_position_pct,-0.017380684178092576,0.017380684178092576,0.03238556209563659,0.03238556209563659,False,1.8633076675115505
end_of_session_1555,obs_premium_acceleration_pct_per_minute2,-0.01665363234934203,0.01665363234934203,-0.06799387070097773,0.06799387070097773,True,4.082825252453955
end_of_session_1555,obs_directional_underlying_return_15m_pct,-0.01525533310852123,0.01525533310852123,-0.008397382886607963,0.008397382886607963,True,0.5504555572055916
end_of_session_1555,obs_underlying_return_10m_pct,0.01514212986325525,0.01514212986325525,0.0795227902904121,0.0795227902904121,True,5.251757250040934
end_of_session_1555,obs_option_vwap_deviation_pct,-0.014825945649620142,0.014825945649620142,0.015202707924388381,0.015202707924388381,False,1.0254123604437935
end_of_session_1555,obs_directional_underlying_return_5m_pct,-0.014574519225020177,0.014574519225020177,-0.07963832271245808,0.07963832271245808,True,5.464216107776813
end_of_session_1555,obs_directional_underlying_return_60m_pct,-0.013858447833688503,0.013858447833688503,0.016073626656742945,0.016073626656742945,False,1.1598432125760552
end_of_session_1555,obs_premium_momentum_30m_pct,0.012161376806568258,0.012161376806568258,-0.025423213503915965,0.025423213503915965,False,2.0904881008361733
end_of_session_1555,obs_gamma_delta_pp_per_1pct_spot,0.011571444401661024,0.011571444401661024,0.0044753611908352475,0.0044753611908352475,True,0.3867590799807871
end_of_session_1555,entry_gamma_delta_pp_per_1pct_spot,0.010582909020464992,0.010582909020464992,0.002116067519579712,0.002116067519579712,True,0.19995140423939278
end_of_session_1555,obs_underlying_price,0.009415799505891664,0.009415799505891664,0.02635355353407598,0.02635355353407598,True,2.798865196480236
end_of_session_1555,obs_option_smi_signal_3,0.008936651583710375,0.008936651583710375,0.039129235850547284,0.039129235850547284,True,4.378511960997964
end_of_session_1555,obs_option_smi_10_3,0.008720243950423034,0.008720243950423034,0.032951098524869105,0.032951098524869105,True,3.7786899898907746
end_of_session_1555,obs_iv_change_5m_points,0.008332488253388837,0.008332488253388837,-0.008163574239868465,0.008163574239868465,False,0.9797282626289123
end_of_session_1555,obs_directional_underlying_return_30m_pct,0.008196871604400968,0.008196871604400968,-0.03210281169431339,0.03210281169431339,False,3.9164712153203824
end_of_session_1555,obs_spread_change_5m_pct_points,-0.007828562454310184,0.007828562454310184,0.008415624847983638,0.008415624847983638,False,1.074989807783961
end_of_session_1555,entry_minutes_from_open,0.007707387149518352,0.007707387149518352,0.001468477890742781,0.001468477890742781,True,0.19052862692054448
end_of_session_1555,obs_calculated_gamma,0.006810530452868724,0.006810530452868724,-0.02110594931166998,0.02110594931166998,False,3.0990169499616225
end_of_session_1555,obs_delta_drift_5m,0.00626204238920991,0.00626204238920991,0.05535552095497609,0.05535552095497609,True,8.839850884810183
end_of_session_1555,obs_premium_momentum_5m_pct,-0.0058076453645263815,0.0058076453645263815,-0.09423797246679966,0.09423797246679966,True,16.2265370131609
end_of_session_1555,entry_calculated_gamma,0.005010439411949008,0.005010439411949008,-0.023501726905676867,0.023501726905676867,False,4.6905520600906625
end_of_session_1555,obs_relative_volume_6bar,0.0044452184264400785,0.0044452184264400785,0.012651080832899009,0.012651080832899009,True,2.8459975684548167
end_of_session_1555,entry_implied_volatility,0.004347164059404607,0.004347164059404607,-0.030530962689108376,0.030530962689108376,False,7.023190814033813
end_of_session_1555,obs_option_rsi_14,0.004195743772459126,0.004195743772459126,0.04127512556735158,0.04127512556735158,True,9.837379927316253
end_of_session_1555,obs_option_smi_gap,0.003857630008525126,0.003857630008525126,0.005239333108185473,0.005239333108185473,True,1.358174085282121
end_of_session_1555,obs_underlying_macd_histogram,0.0034421856978086307,0.0034421856978086307,0.04840437457960678,0.04840437457960678,True,14.062104380487678
end_of_session_1555,obs_implied_volatility,0.0034271883901302314,0.0034271883901302314,-0.03025429294157711,0.03025429294157711,False,8.827729759094877
end_of_session_1555,obs_directional_macd_histogram,-0.0021626297577854725,0.0021626297577854725,0.03990101558672343,0.03990101558672343,False,18.45022960730087
end_of_session_1555,obs_opening_range_width_pct,-0.0019364132588105543,0.0019364132588105543,-0.02717140146908592,0.02717140146908592,True,14.031819574389823
end_of_session_1555,obs_underlying_acceleration_5m_pct,0.0011136967157505673,0.0011136967157505673,-0.007819720776377825,0.007819720776377825,False,7.0214095684997915
end_of_session_1555,obs_directional_vwap_distance_pct,-0.0010164375895361788,0.0010164375895361788,-0.007728510969499447,0.007728510969499447,True,7.603527308573981
